station1,station2,distance
Columbus Dr & Randolph St,Normal Ave & Archer Ave,3.212
Columbus Dr & Randolph St,St Clair St & Erie St,1.001
Columbus Dr & Randolph St,Wells St & Ohio St,1.408
Columbus Dr & Randolph St,Leavitt St & North Ave,4.14
Columbus Dr & Randolph St,Damen Ave & Grand Ave,3.536
Columbus Dr & Randolph St,Damen Ave & Madison St,3.03
Columbus Dr & Randolph St,May St & Fulton St,2.034
Columbus Dr & Randolph St,Wells St & 19th St,2.709
Columbus Dr & Randolph St,Damen Ave & Cortland Ave,4.592
Columbus Dr & Randolph St,Hampden Ct & Diversey Pkwy,4.495
Columbus Dr & Randolph St,Milwaukee Ave & Rockwell St,4.919
Columbus Dr & Randolph St,Halsted St & Willow St,3.514
Columbus Dr & Randolph St,Halsted St & Dickens Ave,3.929
Columbus Dr & Randolph St,Racine Ave & Belmont Ave,5.766
Columbus Dr & Randolph St,Southport Ave & Waveland Ave,6.38
Columbus Dr & Randolph St,Damen Ave & Melrose Ave,5.819
Columbus Dr & Randolph St,Southport Ave & Roscoe St,6.288
Columbus Dr & Randolph St,Lincoln Ave & Roscoe St,6.021
Columbus Dr & Randolph St,Sheridan Rd & Montrose Ave,6.74
Columbus Dr & Randolph St,Pine Grove Ave & Addison St,5.517
Columbus Dr & Randolph St,Sangamon St & Washington Blvd,1.803
Columbus Dr & Randolph St,Sedgwick St & Schiller St,2.546
Columbus Dr & Randolph St,Martin Luther King Dr & 29th St,4.43
Columbus Dr & Randolph St,Ravenswood Ave & Montrose Ave,7.768
Columbus Dr & Randolph St,Western Ave & Leland Ave,7.898
Columbus Dr & Randolph St,Sheridan Rd & Irving Park Rd,6.279
Columbus Dr & Randolph St,Morgan St & Polk St,2.812
Columbus Dr & Randolph St,Damen Ave & Leland Ave,8.407
Columbus Dr & Randolph St,Lincoln Ave & Leavitt St,8.331
Columbus Dr & Randolph St,Ravenswood Ave & Irving Park Rd,7.291
Columbus Dr & Randolph St,Shore Drive & 55th St,7.465
Columbus Dr & Randolph St,Woodlawn Ave & 55th St,7.346
Columbus Dr & Randolph St,Montrose Harbor,6.671
Columbus Dr & Randolph St,Greenwood Ave & 47th St,6.493
Columbus Dr & Randolph St,Pine Grove Ave & Irving Park Rd,5.943
Columbus Dr & Randolph St,Indiana Ave & Roosevelt Rd,1.88
Columbus Dr & Randolph St,Lincoln Ave & Waveland Ave,6.381
Columbus Dr & Randolph St,Logan Blvd & Elston Ave,5.432
Columbus Dr & Randolph St,Kedzie Ave & Milwaukee Ave,5.916
Columbus Dr & Randolph St,Hermitage Ave & Polk St,3.442
Columbus Dr & Randolph St,Halsted St & 37th St,4.948
Columbus Dr & Randolph St,Rhodes Ave & 32nd St,4.135
Columbus Dr & Randolph St,Stetson Ave & South Water St,0.683
Columbus Dr & Randolph St,Cottage Grove Ave & Oakwood Blvd,5.201
Columbus Dr & Randolph St,Lake Park Ave & 47th St,6.161
Columbus Dr & Randolph St,Lake Shore Dr & North Blvd,2.151
Columbus Dr & Randolph St,Cottage Grove Ave & 43rd St,5.651
Columbus Dr & Randolph St,Indiana Ave & 31st St,3.552
Columbus Dr & Randolph St,Michigan Ave & 18th St,2.105
Columbus Dr & Randolph St,Racine Ave & 15th St,3.507
Columbus Dr & Randolph St,Wallace Ave & 35th St,5.668
Columbus Dr & Randolph St,Halsted St & 35th St,4.74
Columbus Dr & Randolph St,Morgan St & 31st St,4.444
Columbus Dr & Randolph St,Western Ave & 24th St,5.9
Columbus Dr & Randolph St,Halsted St & Maxwell St,2.786
Columbus Dr & Randolph St,LaSalle St & Jackson Blvd,1.107
Columbus Dr & Randolph St,Michigan Ave & Jackson Blvd,1.185
Columbus Dr & Randolph St,Wood St & Grand Ave,3.08
Columbus Dr & Randolph St,Franklin St & Quincy St,1.183
Columbus Dr & Randolph St,Franklin St & Arcade Pl,1.284
Columbus Dr & Randolph St,Larrabee St & Armitage Ave,3.52
Columbus Dr & Randolph St,Wells St & Concord Ln,2.663
Columbus Dr & Randolph St,Kedzie Ave & Palmer Ct,6
Columbus Dr & Randolph St,Wells St & Evergreen Ave,2.604
Columbus Dr & Randolph St,Southport Ave & Clark St,6.964
Columbus Dr & Randolph St,Paulina St & Montrose Ave,7.628
Columbus Dr & Randolph St,Lincoln Ave & Belle Plaine Ave,7.692
Columbus Dr & Randolph St,Halsted St & Roscoe St,5.471
Columbus Dr & Randolph St,Sheffield Ave & Wrightwood Ave,4.888
Columbus Dr & Randolph St,Halsted St & Waveland Ave,5.912
Columbus Dr & Randolph St,Western Ave & Division St,4.193
Columbus Dr & Randolph St,Sheridan Rd & Buena Ave,6.422
Columbus Dr & Randolph St,Southport Ave & Clybourn Ave,4.349
Columbus Dr & Randolph St,Seeley Ave & Roscoe St,6.076
Columbus Dr & Randolph St,Leavitt St & Armitage Ave,4.72
Columbus Dr & Randolph St,Damen Ave & Charleston St,4.768
Columbus Dr & Randolph St,Lincoln Ave & Eastwood Ave,8.469
Columbus Dr & Randolph St,Lakeview Ave & Fullerton Pkwy,4.031
Columbus Dr & Randolph St,Ravenswood Ave & Berteau Ave,7.495
Columbus Dr & Randolph St,Leavitt St & Hirsch St,4.403
Columbus Dr & Randolph St,Damen Ave & Sunnyside Ave,8.156
Columbus Dr & Randolph St,Wood St & Taylor St,3.67
Columbus Dr & Randolph St,Southport Ave & Irving Park Rd,6.779
Columbus Dr & Randolph St,Greenview Ave & Diversey Pkwy,5.279
Columbus Dr & Randolph St,Loomis St & Lexington St,2.981
Columbus Dr & Randolph St,Wabash Ave & 8th St,1.217
Columbus Dr & Randolph St,Kimbark Ave & 53rd St,7.547
Columbus Dr & Randolph St,Sheridan Rd & Lawrence Ave,7.196
Columbus Dr & Randolph St,Stockton Dr & Wrightwood Ave,4.336
Columbus Dr & Randolph St,Sheffield Ave & Webster Ave,5.027
Columbus Dr & Randolph St,Ellis Ave & 58th St,8.909
Columbus Dr & Randolph St,Lake Shore Dr & Diversey Pkwy,4.266
Columbus Dr & Randolph St,Lincoln Ave & Addison St,6.161
Columbus Dr & Randolph St,Halsted St & Blackhawk St,3.029
Columbus Dr & Randolph St,Halsted St & Diversey Pkwy,4.863
Columbus Dr & Randolph St,Lake Shore Dr & Belmont Ave,4.874
Columbus Dr & Randolph St,Cottage Grove Ave & 47th St,6.877
Columbus Dr & Randolph St,Emerald Ave & 31st St,4.234
Columbus Dr & Randolph St,Wolcott Ave & Polk St,3.953
Columbus Dr & Randolph St,Racine Ave & Wrightwood Ave,5.281
Columbus Dr & Randolph St,Wolcott Ave & Lawrence Ave,8.381
Columbus Dr & Randolph St,Lake Park Ave & 56th St,7.958
Columbus Dr & Randolph St,Halsted St & Wrightwood Ave,4.774
Columbus Dr & Randolph St,Cottage Grove Ave & 51st St,7.358
Cityfront Plaza & N Water St,State St & Harrison St,1.563
Cityfront Plaza & N Water St,Wilton Ave & Diversey Pkwy,4.203
Cityfront Plaza & N Water St,Morgan St & 18th St,3.9
Cityfront Plaza & N Water St,Racine Ave & 18th St,4.491
Cityfront Plaza & N Water St,Wood St & North Ave,3.79
Cityfront Plaza & N Water St,Wood St & Division St,3.322
Cityfront Plaza & N Water St,Loomis St & Taylor St,3.918
Cityfront Plaza & N Water St,Sheffield Ave & Kingsbury St,3.248
Cityfront Plaza & N Water St,May St & Taylor St,3.634
Cityfront Plaza & N Water St,Orleans St & Elm St,1.785
Cityfront Plaza & N Water St,Fairbanks Ct & Grand Ave,0.282
Cityfront Plaza & N Water St,Michigan Ave & Pearson St,0.761
Cityfront Plaza & N Water St,McClurg Ct & Illinois St,0.357
Cityfront Plaza & N Water St,Larrabee St & North Ave,2.708
Cityfront Plaza & N Water St,Larrabee St & Menomonee St,2.916
Cityfront Plaza & N Water St,Noble St & Milwaukee Ave,2.766
Cityfront Plaza & N Water St,Franklin St & Chicago Ave,1.282
Cityfront Plaza & N Water St,Racine Ave & Congress Pkwy,3.34
Cityfront Plaza & N Water St,State St & Van Buren St,1.34
Cityfront Plaza & N Water St,Streeter Dr & Illinois St,0.62
Cityfront Plaza & N Water St,Franklin St & Jackson Blvd,2.064
Cityfront Plaza & N Water St,Dearborn St & Adams St,0
Cityfront Plaza & N Water St,Wabash Ave & Cermak Rd,2.953
Cityfront Plaza & N Water St,Michigan Ave & Washington St,0.703
Cityfront Plaza & N Water St,State St & Randolph St,0.851
Cityfront Plaza & N Water St,Michigan Ave & Congress Pkwy,1.245
Cityfront Plaza & N Water St,Wells St & Walton St,1.422
Cityfront Plaza & N Water St,State St & Kinzie St,0.851
Cityfront Plaza & N Water St,Larrabee St & Kingsbury St,1.727
Cityfront Plaza & N Water St,Dearborn St & Monroe St,1.397
Cityfront Plaza & N Water St,Clark St & Congress Pkwy,1.58
Cityfront Plaza & N Water St,Clark St & Randolph St,1.041
Cityfront Plaza & N Water St,Michigan Ave & Lake St,0.748
Cityfront Plaza & N Water St,Wells St & Erie St,1.022
Cityfront Plaza & N Water St,Ogden Ave & Chicago Ave,2.212
Cityfront Plaza & N Water St,Halsted St & James M Rochford St,3.454
Cityfront Plaza & N Water St,Desplaines St & Kinzie St,1.679
Cityfront Plaza & N Water St,Clinton St & Roosevelt Rd,3.498
Cityfront Plaza & N Water St,Wabash Ave & Roosevelt Rd,1.937
Cityfront Plaza & N Water St,Dayton St & North Ave,2.986
Cityfront Plaza & N Water St,Wood St & Milwaukee Ave,3.446
Cityfront Plaza & N Water St,McCormick Place,3.284
Cityfront Plaza & N Water St,Clinton St & Lake St,1.636
Cityfront Plaza & N Water St,Sheffield Ave & Fullerton Ave,3.966
Cityfront Plaza & N Water St,Clinton St & Tilden St,2.029
Cityfront Plaza & N Water St,Damen Ave & Pierce Ave,3.993
Cityfront Plaza & N Water St,Morgan St & Lake St,2.103
Cityfront Plaza & N Water St,State St & 16th St,2.541
Cityfront Plaza & N Water St,Jefferson St & Monroe St,1.941
Cityfront Plaza & N Water St,Kingsbury St & Erie St,1.397
Cityfront Plaza & N Water St,Lake Shore Dr & Monroe St,0.897
Cityfront Plaza & N Water St,Clinton St & Madison St,1.645
Cityfront Plaza & N Water St,Daley Center Plaza,0.953
Cityfront Plaza & N Water St,Green St & Milwaukee Ave,1.772
Cityfront Plaza & N Water St,Michigan Ave & Oak St,2.548
Cityfront Plaza & N Water St,Eckhart Park,2.493
Cityfront Plaza & N Water St,Racine Ave & Fullerton Ave,4.218
Cityfront Plaza & N Water St,May St & Randolph St,2.206
Cityfront Plaza & N Water St,Millennium Park,0.905
Cityfront Plaza & N Water St,Clinton St & Washington Blvd,1.521
Cityfront Plaza & N Water St,Sheffield Ave & Willow St,3.275
Cityfront Plaza & N Water St,Lincoln Ave & Armitage Ave,2.77
Cityfront Plaza & N Water St,Museum Campus,1.842
Cityfront Plaza & N Water St,LaSalle St & Washington St,1.207
Cityfront Plaza & N Water St,Lake Shore Dr & Ohio St,0.612
Cityfront Plaza & N Water St,Orleans St & Merchandise Mart Plaza,1.173
Cityfront Plaza & N Water St,State St & Pearson St,0.965
Cityfront Plaza & N Water St,Halsted St & Polk St,3.36
Cityfront Plaza & N Water St,State St & Erie St,0.838
Cityfront Plaza & N Water St,Sedgwick St & Huron St,1.286
Cityfront Plaza & N Water St,Green St & Randolph St,1.846
Cityfront Plaza & N Water St,Sheffield Ave & Addison St,5.056
Cityfront Plaza & N Water St,Sheffield Ave & Wellington Ave,4.527
Cityfront Plaza & N Water St,Western Ave & Winnebago Ave,4.4
Cityfront Plaza & N Water St,Wilton Ave & Belmont Ave,4.999
Cityfront Plaza & N Water St,Sedgwick St & North Ave,2.441
Cityfront Plaza & N Water St,Wentworth Ave & Archer Ave,3.107
Cityfront Plaza & N Water St,Congress Pkwy & Ogden Ave,4.073
Cityfront Plaza & N Water St,Damen Ave & Cullerton St,5.648
Cityfront Plaza & N Water St,Clark St & North Ave,2.358
Cityfront Plaza & N Water St,Lincoln Ave & Fullerton Ave,3.741
Cityfront Plaza & N Water St,Damen Ave & Chicago Ave,3.33
Cityfront Plaza & N Water St,Damen Ave & Division St,3.539
Cityfront Plaza & N Water St,Lincoln Ave & Belmont Ave,5.099
Cityfront Plaza & N Water St,Wentworth Ave & 24th St,3.542
Cityfront Plaza & N Water St,Peoria St & Jackson Blvd,2.304
Cityfront Plaza & N Water St,Halsted St & 21st St,3.84
Cityfront Plaza & N Water St,Racine Ave & 13th St,4.021
Cityfront Plaza & N Water St,Morgan Ave & 14th Pl,3.934
Cityfront Plaza & N Water St,Clybourn Ave & Division St,2.028
Cityfront Plaza & N Water St,Dearborn Pkwy & Delaware Pl,1.125
Cityfront Plaza & N Water St,Clark St & Lincoln Ave,2.46
Cityfront Plaza & N Water St,Sedgwick St & Webster Ave,2.945
Cityfront Plaza & N Water St,Larrabee St & Webster Ave,3.126
Cityfront Plaza & N Water St,Loomis St & Jackson Blvd,2.911
Cityfront Plaza & N Water St,Indiana Ave & 26th St,3.41
Cityfront Plaza & N Water St,State St & 33rd St,4.236
Cityfront Plaza & N Water St,Fort Dearborn Dr & 31st St,3.971
Cityfront Plaza & N Water St,Lincoln Ave & Diversey Pkwy,4.435
Cityfront Plaza & N Water St,Southport Ave & Wellington Ave,4.787
Cityfront Plaza & N Water St,Southport Ave & Belmont Ave,5.221
Cityfront Plaza & N Water St,Clark St & Wellington Ave,4.136
Cityfront Plaza & N Water St,Lake Shore Dr & Wellington Ave,4.184
Cityfront Plaza & N Water St,Milwaukee Ave & Wabansia Ave,4.006
Cityfront Plaza & N Water St,Claremont Ave & Hirsch St,4.366
Cityfront Plaza & N Water St,Damen Ave & Wellington Ave,5.489
Cityfront Plaza & N Water St,Paulina St & Diversey Pkwy,5.187
Cityfront Plaza & N Water St,Franklin St & Lake St,1.316
Cityfront Plaza & N Water St,Clark St & Waveland Ave,5.263
Cityfront Plaza & N Water St,Damen Ave & Coulter St,5.93
Cityfront Plaza & N Water St,Michigan Ave & 14th St,2.091
Cityfront Plaza & N Water St,Clinton St & 18th St,3.449
Cityfront Plaza & N Water St,May St & Cullerton St,4.456
Cityfront Plaza & N Water St,Mies van der Rohe Way & Chicago Ave,0.807
Cityfront Plaza & N Water St,Wells St & Polk St,2.161
Cityfront Plaza & N Water St,Clark St & Elm St,1.473
Cityfront Plaza & N Water St,Theater on the Lake,2.775
Cityfront Plaza & N Water St,State St & 19th St,3.537
Cityfront Plaza & N Water St,Martin Luther King Dr & Oakwood Blvd,5.479
Cityfront Plaza & N Water St,LaSalle St & Illinois St,0.972
Cityfront Plaza & N Water St,Damen Ave & Augusta Blvd,3.796
Cityfront Plaza & N Water St,State St & 35th St,4.549
Cityfront Plaza & N Water St,Stave St & Armitage Ave,4.653
Cityfront Plaza & N Water St,Ogden Ave & Race Ave,2.341
Cityfront Plaza & N Water St,Greenview Ave & Fullerton Ave,4.588
Cityfront Plaza & N Water St,Southport Ave & Wrightwood Ave,4.717
Cityfront Plaza & N Water St,State St & 29th St,3.795
Cityfront Plaza & N Water St,State St & Wacker Dr,0.696
Cityfront Plaza & N Water St,Columbus Dr & Randolph St,0.571
Cityfront Plaza & N Water St,Michigan Ave & Madison St,0.861
Cityfront Plaza & N Water St,Halsted St & Madison St,1.969
Cityfront Plaza & N Water St,Wabash Ave & Grand Ave,0.608
Cityfront Plaza & N Water St,King Dr & 47th St,7.55
Cityfront Plaza & N Water St,Indiana Ave & 40th St,5.303
Cityfront Plaza & N Water St,Halsted St & 18th St,3.615
Cityfront Plaza & N Water St,Western Ave & 21st St,6.232
Cityfront Plaza & N Water St,Prairie Ave & Garfield Blvd,7.114
Cityfront Plaza & N Water St,Paulina St & 18th St,5.081
Cityfront Plaza & N Water St,Halsted St & Archer Ave,3.974
Cityfront Plaza & N Water St,Emerald Ave & 28th St,4.606
Cityfront Plaza & N Water St,Normal Ave & Archer Ave,3.625
Cityfront Plaza & N Water St,St Clair St & Erie St,0.575
Cityfront Plaza & N Water St,Wells St & Ohio St,1.021
Cityfront Plaza & N Water St,Leavitt St & North Ave,4.018
Cityfront Plaza & N Water St,Damen Ave & Grand Ave,3.211
Cityfront Plaza & N Water St,Damen Ave & Madison St,3.367
Cityfront Plaza & N Water St,May St & Fulton St,2.371
Cityfront Plaza & N Water St,Wells St & 19th St,3.123
Cityfront Plaza & N Water St,Damen Ave & Cortland Ave,4.47
Cityfront Plaza & N Water St,Hampden Ct & Diversey Pkwy,3.685
Cityfront Plaza & N Water St,Milwaukee Ave & Rockwell St,4.797
Cityfront Plaza & N Water St,Clifton Ave & Armitage Ave,3.766
Cityfront Plaza & N Water St,Halsted St & Willow St,3.129
Cityfront Plaza & N Water St,Halsted St & Dickens Ave,3.544
Cityfront Plaza & N Water St,Racine Ave & Belmont Ave,4.956
Cityfront Plaza & N Water St,Southport Ave & Waveland Ave,5.57
Cityfront Plaza & N Water St,Damen Ave & Melrose Ave,5.697
Cityfront Plaza & N Water St,Southport Ave & Roscoe St,5.478
Cityfront Plaza & N Water St,Lincoln Ave & Roscoe St,5.899
Cityfront Plaza & N Water St,Sheridan Rd & Montrose Ave,5.931
Cityfront Plaza & N Water St,Pine Grove Ave & Addison St,4.707
Cityfront Plaza & N Water St,Sangamon St & Washington Blvd,2.14
Cityfront Plaza & N Water St,Clark St & Montrose Ave,6.399
Cityfront Plaza & N Water St,Sedgwick St & Schiller St,2.163
Cityfront Plaza & N Water St,Martin Luther King Dr & 29th St,4.59
Cityfront Plaza & N Water St,Ravenswood Ave & Montrose Ave,6.958
Cityfront Plaza & N Water St,Western Ave & Leland Ave,7.776
Cityfront Plaza & N Water St,Sheridan Rd & Irving Park Rd,5.469
Cityfront Plaza & N Water St,Morgan St & Polk St,3.565
Cityfront Plaza & N Water St,Damen Ave & Leland Ave,7.597
Cityfront Plaza & N Water St,Lincoln Ave & Leavitt St,7.521
Cityfront Plaza & N Water St,Ravenswood Ave & Irving Park Rd,6.482
Cityfront Plaza & N Water St,Clarendon Ave & Junior Ter,5.751
Cityfront Plaza & N Water St,Shore Drive & 55th St,7.625
Cityfront Plaza & N Water St,Woodlawn Ave & 55th St,7.506
Cityfront Plaza & N Water St,Montrose Harbor,5.861
Cityfront Plaza & N Water St,Clarendon Ave & Leland Ave,6.195
Cityfront Plaza & N Water St,Greenwood Ave & 47th St,6.653
Cityfront Plaza & N Water St,Clifton Ave & Lawrence Ave,6.482
Cityfront Plaza & N Water St,Pine Grove Ave & Irving Park Rd,5.133
Cityfront Plaza & N Water St,Indiana Ave & Roosevelt Rd,1.772
Cityfront Plaza & N Water St,Lincoln Ave & Waveland Ave,5.852
Cityfront Plaza & N Water St,Logan Blvd & Elston Ave,5.309
Cityfront Plaza & N Water St,Kedzie Ave & Milwaukee Ave,5.793
Cityfront Plaza & N Water St,Hermitage Ave & Polk St,4.152
Cityfront Plaza & N Water St,Halsted St & 37th St,6.797
Cityfront Plaza & N Water St,Rhodes Ave & 32nd St,4.295
Cityfront Plaza & N Water St,Stetson Ave & South Water St,0.399
Cityfront Plaza & N Water St,Cottage Grove Ave & Oakwood Blvd,5.361
Cityfront Plaza & N Water St,Lake Park Ave & 47th St,6.321
Cityfront Plaza & N Water St,Lake Shore Dr & North Blvd,1.738
Cityfront Plaza & N Water St,Cottage Grove Ave & 43rd St,5.811
Cityfront Plaza & N Water St,Indiana Ave & 31st St,3.966
Cityfront Plaza & N Water St,Michigan Ave & 18th St,2.518
Cityfront Plaza & N Water St,Racine Ave & 15th St,4.277
Cityfront Plaza & N Water St,Wallace Ave & 35th St,6.296
Cityfront Plaza & N Water St,Halsted St & 35th St,6.589
Cityfront Plaza & N Water St,Morgan St & 31st St,5.193
Cityfront Plaza & N Water St,Western Ave & 24th St,6.61
Cityfront Plaza & N Water St,Halsted St & Maxwell St,3.556
Cityfront Plaza & N Water St,LaSalle St & Jackson Blvd,1.52
Cityfront Plaza & N Water St,Michigan Ave & Jackson Blvd,1.372
Cityfront Plaza & N Water St,Wood St & Grand Ave,2.946
Cityfront Plaza & N Water St,Franklin St & Quincy St,1.825
Cityfront Plaza & N Water St,Franklin St & Arcade Pl,1.62
Cityfront Plaza & N Water St,Larrabee St & Armitage Ave,3.135
Cityfront Plaza & N Water St,Wells St & Concord Ln,2.278
Cityfront Plaza & N Water St,Kedzie Ave & Palmer Ct,5.877
Cityfront Plaza & N Water St,Wells St & Evergreen Ave,2.216
Cityfront Plaza & N Water St,Southport Ave & Clark St,6.154
Cityfront Plaza & N Water St,Paulina St & Montrose Ave,6.818
Cityfront Plaza & N Water St,Lincoln Ave & Belle Plaine Ave,6.883
Cityfront Plaza & N Water St,Halsted St & Roscoe St,4.661
Cityfront Plaza & N Water St,Clark St & Schiller St,1.804
Cityfront Plaza & N Water St,Sheffield Ave & Wrightwood Ave,4.079
Cityfront Plaza & N Water St,Halsted St & Waveland Ave,5.102
Cityfront Plaza & N Water St,Western Ave & Division St,4.071
Cityfront Plaza & N Water St,Sheridan Rd & Buena Ave,5.612
Cityfront Plaza & N Water St,Southport Ave & Clybourn Ave,3.964
